yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
135732024,13573,2024,NY0559900,NY0559900,,N,N,,I,SHAWANGUNK TOWN,SHAWANGUNK TOWN PD WALLKILL,Shawangunk Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,13376,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,3,0,3,1,0,1,0.3,0.3,2019-01-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,ULSTER,"Kingston, NY",Y,Y,Y
135742024,13574,2024,NY0560000,NY0560000,,N,N,,I,WARREN,WARREN CO SHERIFF'S DEPARTMENT LAKE GEORGE,Warren,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,50454,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,72,23,95,3,14,17,1.5,2.2,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,WARREN,"Glens Falls, NY",Y,Y,Y
135752024,13575,2024,NY0560100,NY0560100,,N,N,,I,GLENS FALLS,GLENS FALLS CITY PD GLENS FALLS,Glens Falls,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,14416,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,25,0,25,3,3,6,1.9,2.2,2019-01-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,WARREN,"Glens Falls, NY",Y,Y,Y
135812024,13581,2024,NY0570000,NY0570000,,N,N,,I,WASHINGTON,WASHINGTON CO SHERIFF'S DEPARTMENT,Washington,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,45432,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,51,0,51,7,6,13,1.3,1.4,2019-01-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,N,WASHINGTON,"Glens Falls, NY",Y,Y,Y
136022024,13602,2024,NY0590100,NY0590100,,N,N,,I,PEEKSKILL,PEEKSKILL CITY PD PEEKSKILL,Peekskill,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,25484,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,49,5,54,8,4,12,2.2,2.6,2019-01-01,2023-03-01,2023-03-01,2023-03-01,2023-03-01,2023-03-01,N,WESTCHESTER,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
136052024,13605,2024,NY0590400,NY0590400,,N,N,,I,NEW ROCHELLE,NEW ROCHELLE CITY PD NEW ROCHELLE,New Rochelle,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,84960,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,156,23,179,24,20,44,2.1,2.6,2019-01-01,2020-01-01,2020-01-01,2020-02-01,2020-02-01,2020-02-01,N,WESTCHESTER,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
136082024,13608,2024,NY0590700,NY0590700,,N,N,,I,YONKERS,YONKERS CITY PD YONKERS,Yonkers,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,206557,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,N,,,,,,,,,2019-01-01,2020-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,WESTCHESTER,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
136092024,13609,2024,NY0590800,NY0590800,,N,N,,I,RYE,RYE CITY PD,Rye,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,16094,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2019-01-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,WESTCHESTER,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
136112024,13611,2024,NY0591000,NY0591000,,N,N,,I,SCARSDALE VILLAGE,SCARSDALE VILLAGE PD SCARSDALE,Scarsdale Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,17602,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,38,5,43,5,1,6,2.4,2.8,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,WESTCHESTER,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
136212024,13621,2024,NY0592800,NY0592800,,N,N,,I,TARRYTOWN VILLAGE,TARRYTOWN VILLAGE PD TARRYTOWN,Tarrytown Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,11651,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,31,0,31,3,4,7,2.9,3.3,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,WESTCHESTER,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
136312024,13631,2024,NY0595000,NY0595000,,N,N,,I,BEDFORD TOWN,BEDFORD TOWN PD BEDFORD,Bedford Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,16196,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,31,2,33,6,3,9,2.3,2.6,2019-01-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,WESTCHESTER,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
136332024,13633,2024,NY0595300,NY0595300,,N,N,,I,GREENBURGH TOWN,GREENBURGH TOWN PD WHITE PLAINS,Greenburgh Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,44407,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,95,17,112,16,16,32,2.5,3.2,2019-01-01,2019-04-01,2019-04-01,2020-01-01,2020-01-01,2020-01-01,N,WESTCHESTER,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
136412024,13641,2024,NY0596800,NY0596800,,N,N,,I,YORKTOWN TOWN,YORKTOWN TOWN PD YORKTOWN HEIGHTS,Yorktown Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,34899,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,N,,,,,,,,,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,WESTCHESTER,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
136472024,13647,2024,NY0600000,NY0600000,,N,N,,I,WYOMING,WYOMING CO SHERIFF'S DEPARTMENT WARSAW,Wyoming,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,28818,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,26,5,31,5,8,13,1.1,1.5,2019-01-01,2021-02-01,2021-03-01,2021-03-01,2021-03-01,2021-03-01,N,WYOMING,Not Specified,Y,Y,Y
136482024,13648,2024,NY0602000,NY0602000,,N,N,,I,ARCADE VILLAGE,ARCADE VILLAGE PD ARCADE,Arcade Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,1917,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,6,0,6,1,0,1,3.7,3.7,2019-01-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,N,WYOMING,Not Specified,Y,Y,Y
136532024,13653,2024,NY0610000,NY0610000,,N,N,,I,YATES,YATES CO SHERIFF'S DEPARTMENT PENN YAN,Yates,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,19931,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,N,,,,,,,,,2019-01-01,2021-02-01,2021-02-01,2021-02-01,2021-02-01,2021-02-01,N,YATES,Not Specified,Y,Y,Y
136702024,13670,2024,NY206UN00,NY206UN00,,N,N,,I,SUNY POLICE: FREDONIA,SUNY COLLEGE: FREDONIA,State University of New York Police:,Fredonia,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,University or College,0,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,10,2,12,1,2,3,0,0,2019-01-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,CHAUTAUQUA,Not Specified,Y,Y,Y
136722024,13672,2024,NY211UC00,NY211UC00,,N,N,,I,SUNY POLICE: CORTLAND,SUNY COLLEGE: CORTLAND,State University of New York Police:,Cortland,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,University or College,0,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,9,5,14,5,3,8,0,0,2019-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,CORTLAND,Not Specified,Y,Y,Y
136752024,13675,2024,NY214UB00,NY214UB00,,N,N,,I,SUNY POLICE: BUFFALO,SUNY: BUFFALO,State University of New York Police:,Buffalo,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,University or College,0,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,2019-01-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
136762024,13676,2024,NY214UC00,NY214UC00,,N,N,,I,SUNY POLICE: BUFFALO STATE COLLEGE,SUNY COLLEGE: BUFFALO,State University of New York Police:,Buffalo State College,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,University or College,0,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,21,2,23,6,3,9,0,0,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
136782024,13678,2024,NY225UN00,NY225UN00,,N,N,,I,SUNY POLICE: GENESEO,SUNY COLLEGE: GENESEO,State University of New York Police:,Geneseo,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,University or College,0,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,9,1,10,4,6,10,0,0,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,LIVINGSTON,"Rochester, NY",Y,Y,Y
136792024,13679,2024,NY226UN00,NY226UN00,,N,N,,I,SUNY POLICE: MORRISVILLE,SUNY A&T COL:MORRISVILLE,State University of New York Police:,Morrisville,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,University or College,0,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,10,0,10,3,2,5,0,0,2019-01-01,2022-05-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,MADISON,"Syracuse, NY",Y,Y,Y
136802024,13680,2024,NY227UN00,NY227UN00,,N,N,,I,SUNY POLICE: BROCKPORT,SUNY COLLEGE: BROCKPORT,State University of New York Police:,Brockport,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,University or College,0,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,11,2,13,1,4,5,0,0,2019-01-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,N,MONROE,"Rochester, NY",Y,Y,Y
136822024,13682,2024,NY230UN00,NY230UN00,,N,N,,I,SUNY POLICE: OPTOMETRY,SUNY COLLEGE: OPTOMETRY,State University of New York Police:,Optometry,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,University or College,0,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,7,6,13,2,2,4,0,0,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,NEW YORK,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
136832024,13683,2024,NY232UN00,NY232UN00,,N,N,,I,SUNY POLICE: POLYTECHNIC INSTITUTE,SUNY COLLEGE: UTICA-ROME,State University of New York Police:,Polytechnic Institute,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,University or College,0,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,11,3,14,1,2,3,0,0,2019-01-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,ONEIDA,"Utica-Rome, NY",Y,Y,Y
136872024,13687,2024,NY237UN00,NY237UN00,,N,N,,I,SUNY POLICE: OSWEGO,SUNY COLLEGE: OSWEGO,State University of New York Police:,Oswego,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,University or College,0,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,15,3,18,0,1,1,0,0,2019-01-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,N,OSWEGO,"Syracuse, NY",Y,Y,Y
136932024,13693,2024,NY251UF00,NY251UF00,,N,N,,I,SUNY POLICE: FARMINGDALE,SUNY A&T COL:FARMINGDALE,State University of New York Police:,Farmingdale,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,University or College,0,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,19,5,24,6,4,10,0,0,2019-01-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,N,SUFFOLK,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
136942024,13694,2024,NY251US00,NY251US00,,N,N,,I,SUNY POLICE: STONY BROOK,SUNY: STONY BROOK,State University of New York Police:,Stony Brook,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,University or College,0,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,59,71,130,16,18,34,0,0,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,SUFFOLK,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
136952024,13695,2024,NY054119E,NY254UC00,,N,N,,I,CORNELL UNIVERSITY,CORNELL UNIV POLICE 911 CENTER,Cornell University,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,University or College,0,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,41,0,41,6,2,8,0,0,2019-01-01,2019-08-01,2019-08-01,2020-01-01,2020-01-01,2020-01-01,N,TOMPKINS,"Ithaca, NY",Y,Y,Y
136972024,13697,2024,NY255UN00,NY255UN00,,N,N,,I,SUNY POLICE: NEW PALTZ,SUNY COLLEGE: NEW PALTZ,State University of New York Police:,New Paltz,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,University or College,0,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,14,0,14,6,5,11,0,0,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ULSTER,"Kingston, NY",Y,Y,Y
140572024,14057,2024,NYDI02100,NYDI02100,,Y,N,,I,ONEIDA INDIAN NATION,ONEIDA INDIAN NATION POLICE DEPARTMENT,Oneida Indian Nation,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,Tribal,0,32314,NYDI02100,Oneida Indian Nation,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
140582024,14058,2024,NYDI02200,NYDI02200,,Y,N,,I,ST. REGIS TRIBAL,ST REGIS TRIBAL POLICE DEPARTMENT,St. Regis Tribal,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,Tribal,0,32618,NYDI02200,St. Regis Tribal,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,28,3,31,4,2,6,0,0,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
231532024,23153,2024,NY0490100,NY0490100,,N,N,,I,SENECA FALLS TOWN,SENECA FALLS TOWN,Seneca Falls Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,8788,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,17,0,17,1,2,3,2.0,2.3,2019-01-01,2020-08-01,2020-08-01,2020-09-01,2020-09-01,2020-09-01,N,SENECA,Not Specified,Y,Y,Y
291742024,29174,2024,NY0315900,NY0315900,,N,N,,I,SOMERSET TOWN,,Somerset Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,1975,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,0,0,0,0,0,0,0.0,0.0,2019-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,NIAGARA,"Buffalo-Cheektowaga, NY",Y,Y,Y
