yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
131092024,13109,2024,NY0146100,NY0146100,,N,N,,I,EDEN TOWN,EDEN TOWN PD EDEN,Eden Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,7490,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,3,0,3,0,0,0,0.4,0.4,2019-01-01,2023-06-01,2023-06-01,2023-06-01,2023-06-01,2023-06-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
131122024,13112,2024,NY0146500,NY0146500,,N,N,,I,HAMBURG TOWN,HAMBURG TOWN PD HAMBURG,Hamburg Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,47687,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,61,0,61,4,4,8,1.4,1.4,2019-01-01,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2023-02-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
131142024,13114,2024,NY0146700,NY0146700,,N,N,,I,LANCASTER TOWN,LANCASTER TOWN PD LANCASTER,Lancaster Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,39290,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,48,3,51,6,13,19,1.4,1.8,2019-01-01,2024-03-01,2024-03-01,2024-03-01,2024-03-01,2024-03-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
131162024,13116,2024,NY0147200,NY0147200,,N,N,,I,TONAWANDA TOWN,TONAWANDA TOWN PD TONAWANDA,Tonawanda Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,56110,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,87,25,112,11,22,33,1.7,2.6,2019-01-01,2023-07-01,2023-07-01,2023-07-01,2023-07-01,2023-07-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
131172024,13117,2024,NY0147400,NY0147400,,N,N,,I,WEST SENECA TOWN,WEST SENECA TOWN PD,West Seneca Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,44982,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,59,6,65,5,7,12,1.4,1.7,2019-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
131312024,13131,2024,NY0170000,NY0170000,,N,N,,I,FULTON,FULTON CO SHERIFF'S DEPARTMENT JOHNSTOWN,Fulton,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,29246,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,22,6,28,6,11,17,1.0,1.5,2019-01-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,N,FULTON,Not Specified,Y,Y,Y
131322024,13132,2024,NY0170100,NY0170100,,N,N,,I,GLOVERSVILLE,GLOVERSVILLE CITY PD GLOVERSVILLE,Gloversville,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,14767,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,31,1,32,1,1,2,2.2,2.3,2019-01-01,2022-02-01,2022-02-01,2022-02-01,2022-02-01,2022-02-01,N,FULTON,Not Specified,Y,Y,Y
131332024,13133,2024,NY0170200,NY0170200,,N,N,,I,JOHNSTOWN,JOHNSTOWN CITY PD JOHNSTOWN,Johnstown,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,8073,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,23,0,23,3,1,4,3.2,3.3,2019-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,FULTON,Not Specified,Y,Y,Y
131362024,13136,2024,NY0180000,NY0180000,,N,N,,I,GENESEE,GENESEE CO SHERIFF'S DEPARTMENT BATAVIA,Genesee,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,38203,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,46,13,59,4,17,21,1.3,2.1,2019-01-01,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,GENESEE,Not Specified,Y,Y,Y
131372024,13137,2024,NY0180100,NY0180100,,N,N,,I,BATAVIA,BATAVIA CITY PD BATAVIA,Batavia,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,15400,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,28,0,28,4,3,7,2.1,2.3,2019-01-01,2020-06-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,GENESEE,Not Specified,Y,Y,Y
131382024,13138,2024,NY0182300,NY0182300,,N,N,,I,LE ROY VILLAGE,LEROY VILLAGE PD LEROY,Le Roy Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,4233,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,2,1,3,2.4,2.6,2019-01-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,N,GENESEE,Not Specified,Y,Y,Y
131542024,13154,2024,NY0212200,NY0212200,,N,N,,I,ILION VILLAGE,ILION VILLAGE PD ILION,Ilion Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,7533,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,14,0,14,5,2,7,2.5,2.8,2019-01-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,HERKIMER,"Utica-Rome, NY",Y,Y,Y
131622024,13162,2024,NY0220000,NY0220000,,N,N,,I,JEFFERSON,JEFFERSON CO SHERIFF'S DEPARTMENT WATERTOWN,Jefferson,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,77328,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,40,2,42,3,11,14,0.6,0.7,2019-01-01,2020-07-01,2020-07-01,2020-08-01,2020-08-01,2020-08-01,N,JEFFERSON,"Watertown-Fort Drum, NY",Y,Y,Y
131632024,13163,2024,NY0220100,NY0220100,,N,N,,I,WATERTOWN,WATERTOWN CITY PD WATERTOWN,Watertown,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,24029,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,55,2,57,13,1,14,2.8,3.0,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,JEFFERSON,"Watertown-Fort Drum, NY",Y,Y,Y
131842024,13184,2024,NY0240000,NY0240000,,N,N,,I,LEWIS,LEWIS CO SHERIFF'S DEPARTMENT LOWVILLE,Lewis,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,23858,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,20,0,20,2,1,3,0.9,1.0,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,LEWIS,Not Specified,Y,Y,Y
131902024,13190,2024,NY0250000,NY0250000,,N,N,,I,LIVINGSTON,LIVINGSTON CO SHERIFF'S DEPARTMENT GENESEO,Livingston,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,39398,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,60,7,67,4,21,25,1.6,2.3,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,LIVINGSTON,"Rochester, NY",Y,Y,Y
131982024,13198,2024,NY0260000,NY0260000,,N,N,,I,MADISON,MADISON CO SHERIFF'S DEPARTMENT WAMPSVILLE,Madison,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,42121,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,36,1,37,6,10,16,1.0,1.3,2019-01-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,N,MADISON,"Syracuse, NY",Y,Y,Y
131992024,13199,2024,NY0260100,NY0260100,,N,N,,I,ONEIDA,ONEIDA CITY PD ONEIDA,Oneida,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,10021,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,21,1,22,2,3,5,2.3,2.7,2019-01-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,N,MADISON,"Syracuse, NY",Y,Y,Y
132002024,13200,2024,NY0262100,NY0262100,,N,N,,I,CAZENOVIA VILLAGE,CAZENOVIA VILLAGE PD CAZENOVIA,Cazenovia Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,2729,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,3,0,3,1,1,2,1.5,1.8,2019-01-01,2023-04-01,2023-04-01,2023-04-01,2023-04-01,2023-04-01,N,MADISON,"Syracuse, NY",Y,Y,Y
132012024,13201,2024,NY0262500,NY0262500,,N,N,,I,HAMILTON VILLAGE,HAMILTON VILLAGE PD HAMILTON,Hamilton Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,4099,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,4,0,4,0,0,0,1.0,1.0,2019-01-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,N,MADISON,"Syracuse, NY",Y,Y,Y
132022024,13202,2024,NY0262600,NY0262600,,N,N,,I,CANASTOTA VILLAGE,CANASTOTA VILLAGE PD CANASTOTA,Canastota Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,4433,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,4,0,4,1,0,1,1.1,1.1,2019-01-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,N,MADISON,"Syracuse, NY",Y,Y,Y
132032024,13203,2024,NY0262900,NY0262900,,N,N,,I,CHITTENANGO VILLAGE,CHITTENANGO VILLAGE PD,Chittenango Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,4784,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,2,0,2,0,0,0,0.4,0.4,2019-01-01,2023-06-01,2023-06-01,2023-06-01,2023-06-01,2023-06-01,N,MADISON,"Syracuse, NY",Y,Y,Y
